Chromosome	Start	End	Feature	read.counts.compensated.t1.bam	read.counts.compensated.t2.bam	read.counts.compensated.t3.bam	read.counts.compensated.t4.bam	read.counts.compensated.t5.bam	read.counts.compensated.t6.bam	read.counts.compensated.t7.bam	read.counts.compensated.n8.bam	read.counts.compensated.n9.bam	read.counts.compensated.n10.bam	read.counts.compensated.n11.bam	read.counts.compensated.n12.bam	read.counts.compensated.n13.bam	read.counts.compensated.t14.bam	read.counts.compensated.t15.bam	read.counts.compensated.t16.bam	read.counts.compensated.t17.bam	read.counts.compensated.t18.bam	read.counts.compensated.t19.bam	read.counts.compensated.t20.bam	read.counts.compensated.t21.bam	read.counts.compensated.t22.bam	read.counts.t1.bam	read.counts.t2.bam	read.counts.t3.bam	read.counts.t4.bam	read.counts.t5.bam	read.counts.t6.bam	read.counts.t7.bam	read.counts.n8.bam	read.counts.n9.bam	read.counts.n10.bam	read.counts.n11.bam	read.counts.n12.bam	read.counts.n13.bam	read.counts.t14.bam	read.counts.t15.bam	read.counts.t16.bam	read.counts.t17.bam	read.counts.t18.bam	read.counts.t19.bam	read.counts.t20.bam	read.counts.t21.bam	read.counts.t22.bam	fraction.of.bin.t1.bam	fraction.of.bin.t2.bam	fraction.of.bin.t3.bam	fraction.of.bin.t4.bam	fraction.of.bin.t5.bam	fraction.of.bin.t6.bam	fraction.of.bin.t7.bam	fraction.of.bin.n8.bam	fraction.of.bin.n9.bam	fraction.of.bin.n10.bam	fraction.of.bin.n11.bam	fraction.of.bin.n12.bam	fraction.of.bin.n13.bam	fraction.of.bin.t14.bam	fraction.of.bin.t15.bam	fraction.of.bin.t16.bam	fraction.of.bin.t17.bam	fraction.of.bin.t18.bam	fraction.of.bin.t19.bam	fraction.of.bin.t20.bam	fraction.of.bin.t21.bam	fraction.of.bin.t22.bam
X	109000001	110000000	X:109000001-110000000	4710.92767874155	3045.1496193563	4253.15946835507	5786.58781852696	3292.37958845255	6247.0792191151	4484.10150118605	5390.81932614758	4901.38438732695	3231.07459611568	5163.57191750786	6285.60540914906	12649.843893184	3041.1296198588	3341.62458229693	3849.14951885631	3084.34461445692	2237.12972035878	10751.5608161307	10301.9409263984	5177.75935278008	22484.0188356458	4673	3030	4232	5740	3276	6216	4448	5364	4877	3215	5122	6235	12548	3026	3325	3830	3069	2226	10665	10219	5152	22303	0.991949	0.995025	0.995025	0.991949	0.995025	0.995025	0.991949	0.995025	0.995025	0.995025	0.991949	0.991949	0.991949	0.995025	0.995025	0.995025	0.995025	0.995025	0.991949	0.991949	0.995025	0.991949
X	110000001	111000000	X:110000001-111000000	4093.84699246866	2812.06690946595	3918.96573951719	5215.40734687768	2908.75688916105	6252.61868695008	3826.8569712207	5286.72607728752	4584.71653720953	2638.83069584555	4565.12483300482	5172.93166167914	10310.4669190262	3025.59061462597	3089.04341380088	3499.97582750508	2901.70657814162	2219.84078383344	9522.64409117709	9212.16705889254	4672.34183130822	20343.8305584238	4048	2792	3891	5157	2888	6208	3784	5249	4552	2620	4514	5115	10195	3004	3067	3475	2881	2204	9416	9109	4639	20116	0.988801	0.992864	0.992864	0.988801	0.992864	0.992864	0.988801	0.992864	0.992864	0.992864	0.988801	0.988801	0.988801	0.992864	0.992864	0.992864	0.992864	0.992864	0.988801	0.988801	0.992864	0.988801
X	111000001	112000000	X:111000001-112000000	4031.5011126456	2986.0596727545	4039.60691788992	4788.48571622819	3475.49493510189	6411.09736431543	3558.6394165739	5120.40107453746	5039.66948487191	3050.64494448694	4542.9223461652	5102.03563915985	10512.547577903	3166.69660463117	3378.61702750323	3767.13780276869	3282.74826477539	2293.78629137242	9509.99960425738	9185.28770995922	4989.21224133094	19737.4095499798	3973	2959	4003	4719	3444	6353	3507	5074	4994	3023	4477	5028	10360	3138	3348	3733	3253	2273	9372	9052	4944	19451	0.985489	0.990938	0.990938	0.985489	0.990938	0.990938	0.985489	0.990938	0.990938	0.990938	0.985489	0.985489	0.985489	0.990938	0.990938	0.990938	0.990938	0.990938	0.985489	0.985489	0.990938	0.985489
X	112000001	113000000	X:112000001-113000000	5437.3910305466	4232.42235673245	5949.8538313177	7287.89742325137	4468.96088825273	7852.27056773291	5320.2058790262	7546.99434329221	6601.85106563641	4093.93612246631	5886.7706115944	7134.02822429849	13581.2495605557	4289.02986854927	4593.29524456467	5320.0952623556	4493.22125045994	2959.76418927935	12871.0056422103	12429.778071703	6981.93007354933	27078.9410130707	5336	4187	5886	7152	4421	7768	5221	7466	6531	4050	5777	7001	13328	4243	4544	5263	4445	2928	12631	12198	6907	26574	0.981353	0.989268	0.989268	0.981353	0.989268	0.989268	0.981353	0.989268	0.989268	0.989268	0.981353	0.981353	0.981353	0.989268	0.989268	0.989268	0.989268	0.989268	0.981353	0.981353	0.989268	0.981353
X	113000001	114000000	X:113000001-114000000	4091.66453977817	2777.55789334458	3902.80952185323	5632.06771745007	2790.58395850096	5294.59448356161	3680.68939322383	4639.2832056946	4139.28270469209	2296.59548757063	4280.57243110388	4768.91942676503	9993.0264852883	2772.54786828444	3001.00501102707	3360.7248103455	2877.75839454749	1912.8275679635	9652.38938337651	8949.00893695099	4505.0145340827	19871.5024407301	4072	2772	3895	5605	2785	5284	3663	4630	4131	2292	4260	4746	9945	2767	2995	3354	2872	1909	9606	8906	4496	19776	0.995194	0.997999	0.997999	0.995194	0.997999	0.997999	0.995194	0.997999	0.997999	0.997999	0.995194	0.995194	0.995194	0.997999	0.997999	0.997999	0.997999	0.997999	0.995194	0.995194	0.997999	0.995194
X	114000001	115000000	X:114000001-115000000	7844.64348196798	8439.15696651505	6396.0348593925	8536.40389155449	6178.48947310908	18753.0138056107	8071.87873279145	13762.5025940032	11141.9328255938	5927.86114789778	11132.5163589271	14227.3398192575	22910.5417047068	6243.65283766402	7077.74390396725	7152.93240153064	6777.99242701453	7901.80983726202	34122.489854851	23563.0889515406	13670.2713703254	54344.4162467172	7802	8418	6380	8490	6163	18706	8028	13728	11114	5913	11072	14150	22786	6228	7060	7135	6761	7882	33937	23435	13636	54049	0.994564	0.997493	0.997493	0.994564	0.997493	0.997493	0.994564	0.997493	0.997493	0.997493	0.994564	0.994564	0.994564	0.997493	0.997493	0.997493	0.997493	0.997493	0.994564	0.994564	0.997493	0.994564
X	115000001	116000000	X:115000001-116000000	5094.14666181413	5018.77192140999	4530.97749716559	6223.58129387869	4131.96574009537	8100.65301182442	5182.59023786239	6886.26940334986	6185.19247980194	3553.3476678222	6538.72507060237	8290.31451348917	14392.9212608191	3839.08498746327	4112.57642197687	4635.06752074912	3889.08901840046	3070.65569571425	15226.5273798946	12941.2267022339	6611.75747840897	29708.9088095901	5011	4918	4440	6122	4049	7938	5098	6748	6061	3482	6432	8155	14158	3762	4030	4542	3811	3009	14978	12730	6479	29224	0.983678	0.979921	0.979921	0.983678	0.979921	0.979921	0.983678	0.979921	0.979921	0.979921	0.983678	0.983678	0.983678	0.979921	0.979921	0.979921	0.979921	0.979921	0.983678	0.983678	0.979921	0.983678
X	116000001	117000000	X:116000001-117000000	4611.6692191137	5465.08656389225	3461.73464413306	5819.17300716175	3070.71154913908	5597.48021022879	4552.76659530648	4885.2229190849	4237.62299010537	2599.63648194161	5766.36375823113	6529.05118028671	12302.5238758739	2827.47671052078	2911.63391206804	3328.31469046058	2752.556274997	1977.69423636063	11426.0934561216	11378.3620195882	4721.01374533415	24517.7093785164	4541	5325	3373	5730	2992	5454	4483	4760	4129	2533	5678	6429	12114	2755	2837	3243	2682	1927	11251	11204	4600	24142	0.984676	0.974367	0.974367	0.984676	0.974367	0.974367	0.984676	0.974367	0.974367	0.974367	0.984676	0.984676	0.984676	0.974367	0.974367	0.974367	0.974367	0.974367	0.984676	0.984676	0.974367	0.984676
X	117000001	118000000	X:117000001-118000000	6192.89145324433	5975.70245374246	4258.09285618132	8233.62741068877	3157.89154059561	6162.94922778418	5655.6962383208	5702.42337811399	5072.86935944397	3028.33701585322	6974.44990503156	7851.93607376942	15963.3818660263	3125.50290941001	3542.50653592456	4058.70034544499	3385.62410361933	2183.19617085408	14154.8919601466	12856.3336022675	5016.18925486917	29690.1332789406	6133	5904	4207	8154	3120	6089	5601	5634	5012	2992	6907	7776	15809	3088	3500	4010	3345	2157	14018	12732	4956	29403	0.990329	0.988001	0.988001	0.990329	0.988001	0.988001	0.990329	0.988001	0.988001	0.988001	0.990329	0.990329	0.990329	0.988001	0.988001	0.988001	0.988001	0.988001	0.990329	0.990329	0.988001	0.990329
X	118000001	119000000	X:118000001-119000000	8005.68001887961	7546.20232018468	5997.79751023774	9813.96727937988	4293.94658508101	8033.73786334268	7084.89570831812	7828.83162056613	6762.91540198466	4109.22814947456	8983.95031597122	10595.5749909737	22263.2132044303	4178.87608421142	4446.36452921529	5259.93315817046	4263.66487432585	2681.95018254825	17533.2258916883	17564.4902001521	6488.36122447126	38940.2004546436	7938	7476	5942	9731	4254	7959	7025	7756	6700	4071	8908	10506	22075	4140	4405	5211	4224	2657	17385	17416	6428	38611	0.991546	0.990697	0.990697	0.991546	0.990697	0.990697	0.991546	0.990697	0.990697	0.990697	0.991546	0.991546	0.991546	0.990697	0.990697	0.990697	0.990697	0.990697	0.991546	0.991546	0.990697	0.991546
X	119000001	120000000	X:119000001-120000000	6808.83559417359	7086.97119455734	5408.91389009087	8693.18445670177	3553.83758558506	6903.74100153416	6358.90344518	6703.94762722076	5772.2686796453	3441.00091304537	8022.41405109207	9348.47554525894	18200.5809903667	3699.80062070522	3925.47396578461	4614.91638699045	3596.28073764128	2349.90134555144	15458.6779631283	14829.1857363253	5782.62066795169	33710.8566770034	6598	6846	5225	8424	3433	6669	6162	6476	5576	3324	7774	9059	17637	3574	3792	4458	3474	2270	14980	14370	5586	32667	0.969035	0.965998	0.965998	0.969035	0.965998	0.965998	0.969035	0.965998	0.965998	0.965998	0.969035	0.969035	0.969035	0.965998	0.965998	0.965998	0.965998	0.965998	0.969035	0.969035	0.965998	0.969035
X	120000001	121000000	X:120000001-121000000	5976.5245137505	6839.71230022961	4971.38715285698	7183.66613911618	4166.47659017989	7318.19817627947	5712.23906914381	6812.34128613354	6000.33453461673	4271.90568151291	6427.54446168932	7556.11473865843	16219.3712047233	3717.38921075174	4340.8400873845	5764.13282038025	3838.02442102702	2746.22508097258	13317.3333496598	13803.0471397478	5988.16963946292	27590.7881726651	5857	6747	4904	7040	4110	7219	5598	6720	5919	4214	6299	7405	15895	3667	4282	5686	3786	2709	13051	13527	5907	27039	0.980001	0.986445	0.986445	0.980001	0.986445	0.986445	0.980001	0.986445	0.986445	0.986445	0.980001	0.980001	0.980001	0.986445	0.986445	0.986445	0.986445	0.986445	0.980001	0.980001	0.986445	0.980001
X	121000001	122000000	X:121000001-122000000	4765.73678516514	5732.93870603823	3964.57470690429	6431.64046862907	3398.94685480872	6041.65134326255	4778.0540027878	5132.08860674257	4745.67983598864	2850.93012631319	5980.00915579843	7330.7973550828	13225.6124223245	3260.12976290248	3284.99252563195	3778.10398643322	3193.82906229054	2308.09314005298	12522.5045830314	12238.1821429085	5313.37958497833	26006.7785754317	4643	5534	3827	6266	3281	5832	4655	4954	4581	2752	5826	7142	12885	3147	3171	3647	3083	2228	12200	11923	5129	25337	0.974246	0.965299	0.965299	0.974246	0.965299	0.965299	0.974246	0.965299	0.965299	0.965299	0.974246	0.974246	0.974246	0.965299	0.965299	0.965299	0.965299	0.965299	0.974246	0.974246	0.965299	0.974246
X	122000001	123000000	X:122000001-123000000	5764.23531073304	5444.48928433835	4228.72954123367	7237.07107441351	3130.88629495185	5881.59353980241	5170.05704716605	5144.61543465952	4647.5364092597	2932.66459770652	6474.42461048034	7547.77889305296	15608.0239285372	3053.63065910239	3267.10017921274	3629.99836340035	3215.25758147166	2085.90216793546	13221.2229580797	13378.5944506373	4809.16333162897	28169.4971678175	5714	5356	4160	7174	3080	5786	5125	5061	4572	2885	6418	7482	15472	3004	3214	3571	3163	2052	13106	13262	4731	27924	0.991285	0.983747	0.983747	0.991285	0.983747	0.983747	0.991285	0.983747	0.983747	0.983747	0.991285	0.991285	0.991285	0.983747	0.983747	0.983747	0.983747	0.983747	0.991285	0.991285	0.983747	0.991285
X	123000001	124000000	X:123000001-124000000	5311.46032899002	5431.27126274472	3665.64291924111	7125.30738099425	2846.92064286239	5620.44572812011	4842.1287050922	5012.60646232379	4322.06797669122	2516.12376351745	5647.58918601662	6949.43810285959	13890.5510327897	2886.2027722846	3050.56747170911	3605.68598485984	2847.95438311034	1896.91335499364	12179.7279957875	11967.4360860865	4403.73345627951	26756.0651486408	5104	5254	3546	6847	2754	5437	4653	4849	4181	2434	5427	6678	13348	2792	2951	3488	2755	1835	11704	11500	4260	25711	0.960941	0.967361	0.967361	0.960941	0.967361	0.967361	0.960941	0.967361	0.967361	0.967361	0.960941	0.960941	0.960941	0.967361	0.967361	0.967361	0.967361	0.967361	0.960941	0.960941	0.967361	0.960941
X	124000001	125000000	X:124000001-125000000	4249.04788914999	4935.81102079786	3313.63696111368	5688.35588688113	2787.85692669342	5208.89057355877	4085.97358398833	4198.08864692138	3743.63536135659	2271.24747426888	4825.37881857224	5921.31917996921	10707.1955271048	2602.40737966923	2812.3118120153	3088.44822544144	2868.35425754459	1830.0405849201	10531.9666153472	10019.4473705534	4497.66099211432	22397.9013045944	4195	4844	3252	5616	2736	5112	4034	4120	3674	2229	4764	5846	10571	2554	2760	3031	2815	1796	10398	9892	4414	22113	0.98728	0.981399	0.981399	0.98728	0.981399	0.981399	0.98728	0.981399	0.981399	0.981399	0.98728	0.98728	0.98728	0.981399	0.981399	0.981399	0.981399	0.981399	0.98728	0.98728	0.981399	0.98728
X	125000001	126000000	X:125000001-126000000	4126.0515827134	4899.42955189533	3468.22689441221	5529.67657046955	2806.4989611583	5033.60480103437	3890.76768188809	4270.22895176603	3884.98335007136	2378.56123473757	4932.88350013582	5615.50975317406	10364.6092621073	2740.42781574892	2796.33416955686	3061.63523035451	4895.36363525475	1763.59134285029	10286.8544965985	10070.756836613	4508.08507523979	21782.4421661064	4086	4820	3412	5476	2761	4952	3853	4201	3822	2340	4885	5561	10264	2696	2751	3012	4816	1735	10187	9973	4435	21571	0.990293	0.983788	0.983788	0.990293	0.983788	0.983788	0.990293	0.983788	0.983788	0.983788	0.990293	0.990293	0.990293	0.983788	0.983788	0.983788	0.983788	0.983788	0.990293	0.990293	0.983788	0.990293
X	126000001	127000000	X:126000001-127000000	4324.89462302909	5367.54286046256	3608.10090233645	5749.42090133103	2945.19794759436	5197.40814281357	4430.60514656302	4444.25079517232	4182.82427780925	2354.91346989757	5766.86826929294	6843.47350411912	11924.7628440852	2885.02835232825	2981.50718611701	3622.62459774551	5636.23122553017	1942.02555755429	11639.4470621198	11390.0523318407	4912.12126870704	25334.6045964578	4214	5174	3478	5602	2839	5010	4317	4284	4032	2270	5619	6668	11619	2781	2874	3492	5433	1872	11341	11098	4735	24685	0.974359	0.963942	0.963942	0.974359	0.963942	0.963942	0.974359	0.963942	0.963942	0.963942	0.974359	0.974359	0.974359	0.963942	0.963942	0.963942	0.963942	0.963942	0.974359	0.974359	0.963942	0.974359
X	127000001	128000000	X:127000001-128000000	4975.27099272712	5320.14455819043	3622.18231856692	6582.88510843266	3111.04529064876	5290.31966118917	4867.55474982903	4805.92219609973	4095.26689169037	2275.94817461346	6287.17353594826	7179.38920825513	12883.2691270005	2874.50300408704	2997.91637098881	3281.76711486288	5372.59523912368	2089.79967953662	12258.3116799974	12233.9230966997	4755.52840461484	26071.395545222	4896	5173	3522	6478	3025	5144	4790	4673	3982	2213	6187	7065	12678	2795	2915	3191	5224	2032	12063	12039	4624	25656	0.984067	0.972342	0.972342	0.984067	0.972342	0.972342	0.984067	0.972342	0.972342	0.972342	0.984067	0.984067	0.984067	0.972342	0.972342	0.972342	0.972342	0.972342	0.984067	0.984067	0.972342	0.984067
X	128000001	129000000	X:128000001-129000000	5231.56875732409	5386.8338506461	3901.16500684784	6507.36230702604	2847.01823386236	6129.66827254523	4974.77964029144	4991.27195240106	4467.28086641412	2809.00319429076	5990.72705966271	6979.16135935191	14575.8394049014	2873.73150491267	3188.12615650484	3708.00750848403	5502.93383636478	2149.39088604838	12138.3808019565	11952.9219952107	4699.48083785147	26491.0582361033	5134	5243	3797	6386	2771	5966	4882	4858	4348	2734	5879	6849	14304	2797	3103	3609	5356	2092	11912	11730	4574	25997	0.98135	0.973299	0.973299	0.98135	0.973299	0.973299	0.98135	0.973299	0.973299	0.973299	0.98135	0.98135	0.98135	0.973299	0.973299	0.973299	0.973299	0.973299	0.98135	0.98135	0.973299	0.98135
X	129000001	130000000	X:129000001-130000000	6383.69254856254	5965.18969447166	4842.47560512953	7614.87722523805	3381.50791194714	6771.24083553781	5723.98275931058	5773.95817375954	5010.06021736649	3384.59229131346	7069.05201857858	8027.32409192435	16916.4774575216	3269.44212830401	3575.82381202558	3998.38378521205	6671.51256935998	2112.79986593231	13761.5667235406	13544.0574306612	5090.25408089093	29817.2408946198	6222	5802	4710	7422	3289	6586	5579	5616	4873	3292	6890	7824	16488	3180	3478	3889	6489	2055	13413	13201	4951	29062	0.974671	0.972643	0.972643	0.974671	0.972643	0.972643	0.974671	0.972643	0.972643	0.972643	0.974671	0.974671	0.974671	0.972643	0.972643	0.972643	0.972643	0.972643	0.974671	0.974671	0.972643	0.974671
X	130000001	131000000	X:130000001-131000000	4374.96541976631	4688.65723829725	3110.65654300959	5174.71191521681	2440.56046231591	5214.6574700598	3777.41898165613	4210.01718065891	3754.55337844306	2197.71361201941	4599.29682666626	5477.50901601002	10315.2208356596	2369.01636948997	2539.3114636813	2906.10089732415	4454.87935751389	1654.5831045098	9169.42051073119	9079.88914205811	3975.23163659631	20337.7042748714	4349	4653	3087	5144	2422	5175	3755	4178	3726	2181	4572	5445	10254	2351	2520	2884	4421	1642	9115	9026	3945	20217	0.994065	0.992395	0.992395	0.994065	0.992395	0.992395	0.994065	0.992395	0.992395	0.992395	0.994065	0.994065	0.994065	0.992395	0.992395	0.992395	0.992395	0.992395	0.994065	0.994065	0.992395	0.994065
X	131000001	132000000	X:131000001-132000000	4498.06879684227	4595.13063892655	3268.50296492684	5056.03919716838	2467.06199024509	5109.18621359616	3904.78381421705	4111.43267693429	3584.22213677116	2118.96136487827	4258.93862527394	5278.01657161999	10599.4196300646	2419.50173038392	2518.66993179656	2970.99836068892	4795.49088259699	1669.66869725365	9398.72383189452	9341.21151215023	4016.31215721196	19526.9460352823	4458	4541	3230	5011	2438	5049	3870	4063	3542	2094	4221	5231	10505	2391	2489	2936	4739	1650	9315	9258	3969	19353	0.991092	0.98822	0.98822	0.991092	0.98822	0.98822	0.991092	0.98822	0.98822	0.98822	0.991092	0.991092	0.991092	0.98822	0.98822	0.98822	0.98822	0.98822	0.991092	0.991092	0.98822	0.991092
X	132000001	133000000	X:132000001-133000000	6156.50804233518	5675.25002920196	3617.0152776603	7372.09862095428	3082.3173064917	6798.01507223961	5511.95297165066	5413.43934652054	4528.31784622449	2739.94949067753	6029.61126279417	7378.14132474195	14215.4606604877	3023.91338497046	3483.08904382711	3785.17829307491	5776.95340978205	2188.13312871822	12942.4643958857	12925.3434018207	4763.94746063777	27377.4766273253	6113	5636	3592	7320	3061	6751	5473	5376	4497	2721	5987	7326	14115	3003	3459	3759	5737	2173	12851	12834	4731	27184	0.992933	0.993084	0.993084	0.992933	0.993084	0.993084	0.992933	0.993084	0.993084	0.993084	0.992933	0.992933	0.992933	0.993084	0.993084	0.993084	0.993084	0.993084	0.992933	0.992933	0.993084	0.992933
X	133000001	134000000	X:133000001-134000000	6307.2721755841	5999.54114021603	3925.57577301197	7523.01001314858	3022.00606624763	6105.66509906419	5524.42601395772	5399.18274444643	4805.89927926671	3040.19874490731	6456.96368969354	7424.90138565793	15562.8603216345	3170.57960863505	3346.44216901201	3816.41970105386	6096.56875973435	2113.38283763337	13614.847779913	13270.9618691211	4775.57814816724	28430.2619601497	6236	5936	3884	7438	2990	6041	5462	5342	4755	3008	6384	7341	15387	3137	3311	3776	6032	2091	13461	13121	4725	28109	0.9887	0.989409	0.989409	0.9887	0.989409	0.989409	0.9887	0.989409	0.989409	0.989409	0.9887	0.9887	0.9887	0.989409	0.989409	0.989409	0.989409	0.989409	0.9887	0.9887	0.989409	0.9887
X	134000001	135000000	X:134000001-135000000	6240.31635531298	7025.64186133677	5320.66585729534	7575.78072714049	3933.46315866666	8381.27093026098	6037.60284654587	6940.08750987949	5774.91872336612	3595.31976957361	6824.00902126047	8151.32410630337	16319.965447024	3583.09771936543	3898.83401641014	5220.85244726185	7506.37583619193	2606.35220689487	14079.9302421051	13417.8006908558	5937.87939280855	29607.3775493261	6126	6898	5224	7437	3862	8229	5927	6814	5670	3530	6699	8002	16021	3518	3828	5126	7370	2559	13822	13172	5830	29065	0.981681	0.981832	0.981832	0.981681	0.981832	0.981832	0.981681	0.981832	0.981832	0.981832	0.981681	0.981681	0.981681	0.981832	0.981832	0.981832	0.981832	0.981832	0.981681	0.981681	0.981832	0.981681
X	135000001	136000000	X:135000001-136000000	6098.87429286418	5719.65547392436	4486.47725102765	7934.14658335813	3156.81564638841	6251.31910873476	5518.84009188383	5532.71892179821	4728.69074061046	2952.79349541201	6478.55125689104	7773.86079379534	15625.8609100025	3215.10768952452	3279.42994401954	3753.80657092031	6133.72998723605	2129.66964492105	13713.4510832815	13445.9741719486	4721.65549402507	28341.5329532557	6088	5691	4464	7920	3141	6220	5509	5505	4705	2938	6467	7760	15598	3199	3263	3735	6103	2119	13689	13422	4698	28291	0.998217	0.99499	0.99499	0.998217	0.99499	0.99499	0.998217	0.99499	0.99499	0.99499	0.998217	0.998217	0.998217	0.99499	0.99499	0.99499	0.99499	0.99499	0.998217	0.998217	0.99499	0.998217
X	136000001	137000000	X:136000001-137000000	5433.78015112985	5574.86295002407	3624.72077739208	6542.50917473267	2992.84241296784	6154.25301580604	5104.18525047701	5246.81108350989	4342.39732228926	2742.51360405856	5785.54963225474	6739.05659255317	13499.2798301024	3037.25558874207	3147.27913781913	3748.87579148821	5566.78782715603	2027.86523023689	11955.1226808665	11573.1151354615	4499.86221821606	25017.9664498597	5391	5523	3591	6491	2965	6097	5064	5198	4302	2717	5740	6686	13393	3009	3118	3714	5515	2009	11861	11482	4458	24821	0.992127	0.990697	0.990697	0.992127	0.990697	0.990697	0.992127	0.990697	0.990697	0.990697	0.992127	0.992127	0.992127	0.990697	0.990697	0.990697	0.990697	0.990697	0.992127	0.992127	0.990697	0.992127
X	137000001	138000000	X:137000001-138000000	4222.26385857594	4515.70653925717	2942.80853077862	4891.70890787282	2514.39273080391	4892.10042066351	3842.4727943001	4045.46919690398	3657.85490168877	2127.79847320769	4483.56011079771	5746.49199653631	10536.9232872689	2388.92810366846	2598.03581556088	2747.98134555202	4297.41848879387	1660.62124371147	9672.01243689139	9753.03453060357	4022.00833166727	20366.928806899	4169	4427	2885	4830	2465	4796	3794	3966	3586	2086	4427	5674	10404	2342	2547	2694	4213	1628	9550	9630	3943	20110	0.987385	0.980356	0.980356	0.987385	0.980356	0.980356	0.987385	0.980356	0.980356	0.980356	0.987385	0.987385	0.987385	0.980356	0.980356	0.980356	0.980356	0.980356	0.987385	0.987385	0.980356	0.987385
X	138000001	139000000	X:138000001-139000000	4412.24060515351	4898.288948299	3236.76822547151	5530.72286719793	2595.3014589309	5386.49387663133	4217.06241656891	4261.8970770633	3647.83474516921	2250.20857819703	4688.32166983536	5950.40653695239	10775.2518102019	2424.78497668593	2547.59744306475	3067.26672228752	4790.70116783491	1830.0072469505	10295.9022693257	9949.03118805873	3830.53097614596	21946.9277132802	4363	4826	3189	5469	2557	5307	4170	4199	3594	2217	4636	5884	10655	2389	2510	3022	4720	1803	10181	9838	3774	21702	0.98884	0.985242	0.985242	0.98884	0.985242	0.985242	0.98884	0.985242	0.985242	0.985242	0.98884	0.98884	0.98884	0.985242	0.985242	0.985242	0.985242	0.985242	0.98884	0.98884	0.985242	0.98884
X	139000001	140000000	X:139000001-140000000	5884.35470606585	5920.31596734461	4085.99523605937	7030.8417159224	3187.15771900894	6363.11814165598	5264.52250639075	5217.94010464382	4543.04851483133	2727.05063213828	5940.05858021966	7083.50719694054	13876.3414505694	3076.20269142287	3477.26948838535	3855.94169262404	6024.14544270038	2123.41456462876	12912.1580288526	12688.3297345255	4988.90449724139	26740.8979869633	5810	5816	4014	6942	3131	6251	5198	5126	4463	2679	5865	6994	13701	3022	3416	3788	5918	2086	12749	12528	4901	26403	0.987364	0.98238	0.98238	0.987364	0.98238	0.98238	0.987364	0.98238	0.98238	0.98238	0.987364	0.987364	0.987364	0.98238	0.98238	0.98238	0.98238	0.98238	0.987364	0.987364	0.98238	0.987364
X	140000001	141000000	X:140000001-141000000	6169.5941816466	6835.73966978746	4124.85735546966	8159.68744248102	3596.52542864618	7005.74242851486	5891.9776971255	6142.49488719248	4861.87530348546	3151.66791029962	6966.85177822002	8012.23546352292	16554.2811410953	3265.68173651201	3593.47148687263	4403.78403745354	6631.12557095986	2359.67901035999	15357.3778360354	14178.7789145704	5372.90156025885	31247.6166167194	6067	6715	4052	8024	3533	6882	5794	6034	4776	3096	6851	7879	16279	3208	3530	4326	6514	2318	15102	13943	5278	30728	0.983371	0.982337	0.982337	0.983371	0.982337	0.982337	0.983371	0.982337	0.982337	0.982337	0.983371	0.983371	0.983371	0.982337	0.982337	0.982337	0.982337	0.982337	0.983371	0.983371	0.982337	0.983371
X	141000001	142000000	X:141000001-142000000	4585.17365838022	5332.49558345335	3629.11616027678	5902.90387568904	3150.74193903738	5975.08782093912	4247.37214770751	4964.28003149722	4084.03066490957	2528.54945512258	5248.60365231399	5935.36528212005	11400.0401709905	3058.94304796798	3231.32096564273	3525.0774170648	5406.95468398742	2142.99411263112	11169.7670691205	10850.2250995652	4936.7403641764	23102.3771893697	4520	5228	3558	5819	3089	5858	4187	4867	4004	2479	5174	5851	11238	2999	3168	3456	5301	2101	11011	10696	4840	22774	0.985786	0.980404	0.980404	0.985786	0.980404	0.980404	0.985786	0.980404	0.980404	0.980404	0.985786	0.985786	0.985786	0.980404	0.980404	0.980404	0.980404	0.980404	0.985786	0.985786	0.980404	0.985786
X	142000001	143000000	X:142000001-143000000	4775.50755606736	5729.16666666667	3764.06555772994	6346.73165114365	3479.69667318982	6237.76908023483	4605.20713802038	5172.6598173516	4505.05544683627	2785.59197651663	5459.75030714897	6530.21007772998	12501.8753319844	3116.84605348989	3366.56066536204	3785.46966731898	5904.47651663405	2103.71819960861	11279.3616167186	11351.3338172028	5248.08382257012	24561.7805314184	4711	5621	3693	6261	3414	6120	4543	5075	4420	2733	5386	6442	12333	3058	3303	3714	5793	2064	11127	11198	5149	24230	0.986492	0.98112	0.98112	0.986492	0.98112	0.98112	0.986492	0.98112	0.98112	0.98112	0.986492	0.986492	0.986492	0.98112	0.98112	0.98112	0.98112	0.98112	0.986492	0.986492	0.98112	0.986492
X	143000001	144000000	X:143000001-144000000	4865.27667456919	5443.34972859674	3760.0075811535	6349.4092381419	3183.26929092778	5396.47700536285	4250.52319984256	4777.96085312432	4359.16326075194	2625.89147334216	5140.19118224397	6058.26361562285	12200.7261395003	2981.51278657321	3216.89537498688	3747.77991422292	5768.40187450134	2320.19980007765	11565.6837712184	11270.4803699883	4954.24305137352	23716.7021215082	4796	5342	3690	6259	3124	5296	4190	4689	4278	2577	5067	5972	12027	2926	3157	3678	5661	2277	11401	11110	4862	23379	0.985761	0.981381	0.981381	0.985761	0.981381	0.981381	0.985761	0.981381	0.981381	0.981381	0.985761	0.985761	0.985761	0.981381	0.981381	0.981381	0.981381	0.981381	0.985761	0.985761	0.981381	0.985761
